Gene	Chr	Start	End
RP11-6N13.4	5	104773641	104799772
CTD-2374C24.1	5	104917492	105246364
CTC-254B4.1	5	106815197	107011014
RP11-252I13.2	5	107699835	107716841
LINC01023	5	108727825	108728260
CTD-2587M2.1	5	109237120	109326369
RP11-231G15.2	5	109467353	109467952
RP11-231G15.3	5	109470843	109471586
RP11-231G15.1	5	109497877	109499108
CTC-332L22.1	5	109687802	109688329
AC011366.3	5	109883182	109884751
CTC-551A13.1	5	110970951	111008899
EPB41L4A-AS1	5	112160526	112164276
EPB41L4A-AS2	5	112419583	112420978
RP11-159K7.2	5	112628436	112632100
RP11-371M22.1	5	114056006	114057174
CTC-313D10.1	5	114576041	114579970
RP11-438C19.2	5	115031273	115031894
RP11-438C19.1	5	115087892	115088475
CTC-505O3.3	5	115691462	115692167
CTC-505O3.2	5	115755644	115756286
CTD-2287O16.4	5	116078110	116078570
CTC-339F2.2	5	116302354	116304134
CTB-118N6.2	5	116574482	116591398
RP11-249M12.2	5	116742991	116762209
CTC-472C24.1	5	116820993	116830187
RP11-492L8.2	5	117031200	117038569
LINC00992	5	117415509	117546298
CTD-3179P9.1	5	117925008	118266035
CTD-3179P9.2	5	118282575	118284782
CTD-2281M20.1	5	118468156	118562117
RP11-2N5.2	5	118575575	118581324
RP11-2N5.1	5	118596188	118628092
CTC-448D22.1	5	118760474	118785459
CTC-552D5.1	5	120245448	120333502
RP11-574H6.1	5	120345907	120404837
CTD-2334D19.1	5	120781218	120790778
CTC-546K23.1	5	121199704	121357398
CTD-2544H17.1	5	122321291	122323358
RP11-166A12.1	5	122628952	122730685
LINC01170	5	124059794	124405079
CTC-369A16.2	5	124395603	124400655
CTD-2308B18.4	5	124455373	124460098
CTD-2308B18.1	5	124459912	124460549
CTD-2308B18.2	5	124469591	124469901
CTD-2308B18.3	5	124492775	124536348
RP11-284A20.3	5	124829472	124830290
RP11-284A20.2	5	124868972	124869914
RP11-284A20.1	5	124919947	124921598
RP11-257I8.2	5	125036831	125042239
RP11-508M8.1	5	125108204	125149929
RP11-395P13.7	5	125325350	125367734
RP11-395P13.4	5	125376828	125377439
RP11-756H20.1	5	125493261	125602227
RP11-114J13.1	5	126076800	126279801
CTC-339D2.1	5	126179577	126193850
RP11-434D11.4	5	126751963	126776486
CTD-2195M15.3	5	127478295	127478737
LINC01183	5	127703390	127941634
CTC-228N24.2	5	127838486	127857804
LINC01184	5	127940426	128083172
AC063976.3	5	132179234	132181128
AC004775.5	5	132817248	132818000
CTC-350I8.1	5	132963770	132964164
RP11-485M7.3	5	133111055	133114475
CTD-2131I18.1	5	133913677	133917269
CTB-113I20.2	5	134005147	134005562
CTD-2410N18.3	5	134226410	134227827
RP11-215P8.4	5	134429051	134460615
AC005355.1	5	134436711	134492519
AC005355.2	5	134506552	134509229
C5orf66-AS1	5	135038831	135040047
CTC-276P9.2	5	135120526	135139681
CTC-276P9.3	5	135124380	135131249
C5orf66-AS2	5	135236234	135248179
CTC-321K16.4	5	135648584	135653935
RP11-119J18.1	5	135812667	135826582
GS1-39E22.2	5	135897637	135900250
GS1-39E22.1	5	135900353	135918161
AC009014.3	5	136191468	136193134
AC063980.3	5	136376348	136397042
RP11-114H21.2	5	136466677	136520298
CTB-1I21.1	5	136734927	136754686
RP11-381K20.4	5	137761546	137761936
RP11-325L7.2	5	138039199	138039979
CTD-3224K15.3	5	139644460	139645002
CTD-3224K15.2	5	139648999	139649728
CTB-35F21.1	5	139684645	139745010
CTB-35F21.2	5	139741349	139746223
CTB-35F21.3	5	139772528	139775406
CTB-35F21.5	5	139775305	139775472
CH17-140K24.1	5	141078076	141084481
AC005754.8	5	141118680	141120765
CH17-140K24.3	5	141168231	141168893
AC005618.6	5	141326210	141329357
SPRY4-IT1	5	142317620	142318322
AC005592.3	5	142703782	142705421
AC005592.1	5	142745600	142760998
CTD-2050E21.1	5	143489855	143531350
CTD-2050E21.2	5	143559219	143562548
CTC-367F4.1	5	145222610	145228982
CTC-806A22.1	5	145337932	145381670
CTB-73N10.1	5	145429868	145451099
CTB-1H10.1	5	146400981	146407359
CTC-295J13.3	5	148238570	148242594
CTC-529P8.1	5	149063317	149109787
MIR143HG	5	149406689	149428678
RP11-394O4.6	5	149425771	149428289
RP11-394O4.5	5	149430286	149432834
CTC-367J11.1	5	150475531	150485968
CTB-17P3.4	5	151158106	151158462
CTB-113P19.5	5	151724831	151725356
CTB-12O2.1	5	151949571	152270448
LINC01470	5	152618965	153223543
AC091962.3	5	153887428	153898987
RP11-461L18.1	5	153901459	153903223
CTB-158E9.1	5	154483917	154486150
CTC-436K13.5	5	158173601	158176422
CTC-436K13.1	5	158175396	158200016
CTC-436K13.6	5	158225352	158234376
CTC-436K13.3	5	158256137	158258436
CTC-436K13.2	5	158275711	158278813
RP11-524N5.1	5	158320683	158409773
RP11-542A14.1	5	158424585	158452758
RP11-542A14.2	5	158464465	158464678
RP11-32D16.1	5	158485190	158534438
RP11-175K6.1	5	159100483	159117478
CTB-11I22.2	5	159227715	159245127
AC008697.1	5	159310933	159362834
AC008703.1	5	159448556	159466276
AC008691.1	5	159748233	159761061
AC011343.1	5	159776772	159871384
CTC-231O11.1	5	160468268	160487426
RP11-109J4.1	5	160931778	160938626
LINC01202	5	161910252	162001196
RP11-96G10.1	5	162424378	162427345
RP11-167P20.1	5	162558685	162623461
CTC-207P7.1	5	164119098	164234097
CTB-32P11.1	5	164209631	164211892
CTD-2313P7.1	5	164448422	164467402
CTB-181F24.1	5	165220577	165241752
CTC-535M15.2	5	165349030	165778689
RP11-67M9.1	5	166128498	166155439
CTB-7E3.1	5	166905222	166926370
CTC-264O10.2	5	167116318	167119585
CTC-264O10.1	5	167164934	167168401
LINC01187	5	170191579	170199141
CTB-114C7.4	5	170308701	170312716
LINC01366	5	170331429	170333879
CTB-78H18.1	5	171773652	171774739
CTB-54I1.1	5	172557392	172559014
RP11-536N17.1	5	172816621	172819958
CTC-308K20.2	5	172954907	172957162
CTB-32H22.1	5	173414035	173451165
CTB-164N12.1	5	173463500	173484584
CTB-33O18.1	5	173562478	173573199
CTB-33O18.2	5	173574938	173576275
CTB-43E15.1	5	173642519	173658194
CTB-43E15.2	5	173689459	173705849
LINC01484	5	173707614	173746211
LINC01485	5	173786790	173809039
CTC-430J12.2	5	174329612	174330503
LINC01411	5	174336295	174532457
RP11-267A15.3	5	174618164	174625775
CTD-2532K18.1	5	174751304	174850725
CTD-2532K18.2	5	174820027	174826324
CTC-281M20.1	5	174919082	174995513
CTC-281M20.4	5	174986295	174987050
RP11-844P9.1	5	176124210	176131461
RP11-826N14.4	5	176137157	176155738
RP11-844P9.2	5	176143085	176199295
RP11-375B1.1	5	176707356	176726243
RP11-375B1.2	5	176726942	176739458
LINC01574	5	176743205	176743871
RP11-1277A3.3	5	177554824	177555364
RP11-1026M7.3	5	177801204	177803344
RP11-1252I4.2	5	177939622	177983054
RP11-423H2.4	5	177967004	177967457
RP11-281O15.8	5	178938677	178939223
RP11-443C10.2	5	179377505	179378865
RP11-443C10.1	5	179377531	179378761
RP11-798K23.1	5	179455415	179456095
RP11-798K23.4	5	179503322	179515579
CTC-241N9.1	5	179859013	179861283
CTC-573N18.1	5	180441559	180443238
RP11-451H23.3	5	180684766	180686546
LINC00847	5	180830957	180835726
CTC-338M12.2	5	181191046	181191852
CTC-338M12.9	5	181281375	181283652
AC138035.2	5	181306502	181324685
AC138035.1	5	181329241	181342213
LINC00266-3	6	131910	144885
RP3-416J7.4	6	181466	205484
RP3-416J7.5	6	203313	206392
RP11-532F6.3	6	708592	711405
RP11-532F6.4	6	711533	750729
RP11-532F6.5	6	761675	780648
RP11-284J1.1	6	774747	780214
RP5-1077H22.2	6	905445	909006
RP5-1077H22.1	6	958324	962272
RP5-856G1.1	6	1026494	1027225
RP5-856G1.2	6	1079929	1104946
LINC01394	6	1321698	1324022
RP11-157J24.2	6	1528364	1528911
FOXCUT	6	1605531	1606079
GMDS-AS1	6	2245748	2482022
RP1-136B1.1	6	2437549	2438249
RP11-145H9.3	6	2636936	2640001
SERPINB9P1	6	2854657	2881407
RP1-90J20.2	6	2916894	2917733
LINC01011	6	2987967	2991173
RP1-40E16.2	6	3055890	3056761
RP1-40E16.9	6	3182744	3195756
RP1-223B1.1	6	3594247	3624747
RP1-140K8.1	6	3893126	3894292
RP1-140K8.5	6	3904920	3911979
RP3-406P24.4	6	4018713	4019202
RP3-400B16.1	6	4136072	4157385
RP3-400B16.3	6	4186624	4188109
RP3-527G5.1	6	4345743	4347037
RP11-274H24.1	6	4491807	4495769
RP4-529N6.2	6	4599287	4602420
RP4-529N6.1	6	4610656	4611304
RP11-428J1.5	6	5029972	5043449
RP11-428J1.4	6	5031756	5054423
RP3-380B8.4	6	5851506	5870220
RP1-80N2.3	6	6680309	6683633
RP1-80N2.2	6	6692744	6711002
RP3-470L22.1	6	6758276	6759291
RP3-429O6.1	6	6901022	6918715
RP11-556O15.1	6	6993191	6995554
RP11-203H2.1	6	8329655	8342455
RP11-203H2.2	6	8341937	8343021
HULC	6	8652137	8653846
RP11-314C16.1	6	8784178	8785445
RP11-354I10.1	6	9124221	9161777
RP1-290I10.3	6	10423140	10426176
LINC00518	6	10429255	10434874
RP1-290I10.7	6	10434316	10456781
RP1-290I10.5	6	10474500	10478502
RP11-421M1.8	6	10743324	10747663
RP11-716O23.1	6	11417350	11481239
RP11-716O23.2	6	11487226	11515710
RP11-679B17.2	6	11607552	11607981
RP3-413H6.2	6	11810602	11811248
RP11-456H18.2	6	12007670	12008856
RP11-125M16.1	6	12582915	12585404
RP1-257A7.5	6	13290018	13290490
RP3-500L14.2	6	13825432	13826574
RP3-380E11.2	6	14004920	14006901
RP11-359N11.1	6	14229775	14231570
LINC01108	6	14280127	14285145
RP3-448I9.2	6	14391231	14393288
RP3-448I9.1	6	14394326	14404289
RP11-330A16.1	6	14597514	14599690
RP11-146I2.1	6	14661829	15090003
RP11-560J1.2	6	15243923	15245000
RP11-401E14.2	6	15994944	15999797
RP1-151F17.2	6	16764346	16766883
RP11-686D16.1	6	19290319	19321021
RP3-471C18.2	6	19689825	19753113
RP3-471C18.1	6	19730427	19734567
RP4-625H18.2	6	19802164	19804752
RP1-135L22.1	6	21354411	21355296
LINC00581	6	21486061	21511895
RP11-204E9.1	6	21522476	21523772
CASC15	6	21664772	22214505
NBAT1	6	22134957	22147193
RP11-524C21.2	6	22220781	22222395
RP1-309H15.2	6	22589137	22593833
RP1-209A6.1	6	22744395	23031780
RP11-439H9.1	6	23337711	23346560
RP3-369A17.4	6	24742302	24751921
RP11-367G6.3	6	25014952	25042170
RP3-425P12.1	6	25053627	25057073
RP3-425P12.2	6	25061625	25063507
U91328.19	6	25992662	26001775
U91328.22	6	26013241	26013757
HCG11	6	26523450	26526579
CTA-14H9.5	6	26527063	26527404
RP11-457M11.7	6	26602733	26606661
RP11-457M11.5	6	26686241	26687964
LINC00240	6	26956992	27023924
RP11-239L20.6	6	27001208	27001648
RP1-86C11.7	6	27122657	27123221
RP1-153G14.4	6	27404010	27406964
LINC01012	6	27694035	27710222
RP1-265C24.8	6	28136849	28139678
LINC00533	6	28648286	28649066
XXbac-BPG308K3.5	6	28837869	28839006
XXbac-BPG308K3.6	6	28859625	28864630
LINC01556	6	28943877	28944537
XXbac-BCX196D17.5	6	29124210	29128908
XXbac-BPG308J9.3	6	29223973	29290440
XXbac-BPG13B8.10	6	29497509	29510556
XXbac-BPG170G13.32	6	29751965	29752207
HCP5B	6	29871895	29873783
HCG9	6	29975112	29978410
HCG17	6	30234039	30326134
HCG20	6	30766825	30792250
LINC00243	6	30798654	30830659
XXbac-BPG27H4.8	6	30839526	30848159
HCG22	6	31053450	31059890
XXbac-BPG299F13.14	6	31200165	31201918
XXbac-BPG248L24.13	6	31293908	31301642
XXbac-BPG181B23.7	6	31394289	31395495
LINC01149	6	31441667	31446973
PSMB8-AS1	6	32844086	32846495
XXbac-BPG157A10.21	6	33246075	33246856
LINC00336	6	33586106	33593338
LINC01016	6	33867506	33896914
RP3-468B3.2	6	33893323	33927631
RP3-329A5.8	6	35220370	35224630
RP3-340B19.3	6	35544632	35545669
PANDAR	6	36673621	36675126
RP1-90K10.4	6	36940071	36944675
RP1-153P14.8	6	37507348	37535616
RP1-153P14.5	6	37545145	37550860
RP3-503A6.2	6	38714051	38715217
RP11-552E20.1	6	40271566	40276237
LINC00951	6	40344344	40346151
RP11-552E20.4	6	40358744	40369474
RP11-570K4.1	6	40713411	40715363
LINC01276	6	41502444	41519852
RP11-298J23.8	6	41764292	41764460
RP5-973N23.4	6	41868622	41869731
RP11-533O20.2	6	42030053	42031382
RP11-7K24.3	6	42092233	42094259
RP1-261G23.5	6	43722786	43737834
RP11-344J7.2	6	43851757	43852333
RP5-1120P11.3	6	44073913	44077952
RP1-302G2.5	6	44216939	44218236
RP3-449H6.1	6	44525259	44526754
RP1-166H4.2	6	45573346	45576770
RP11-268F1.3	6	46758296	46761158
RP11-385F7.1	6	47477243	47477572
RP11-550C4.6	6	47729827	47740741
RP11-719J20.1	6	49823712	49824782
RP11-397G17.1	6	50093711	50099282
RP11-524K22.1	6	50514035	50521104
RP1-28O17.1	6	50587607	50637205
LINCMD1	6	52146814	52151119
TRAM2-AS1	6	52577307	52583993
RP3-483K16.4	6	53350158	53350705
RP1-27K12.2	6	53561289	53617171
RP11-79N23.1	6	53740749	53747022
RP11-411K7.1	6	53930022	53997667
RP1-71H19.2	6	57493855	57497691
XXbac-BPGBPG55C20.1	6	57855891	57856468
XXbac-BPGBPG55C20.3	6	57902609	57903148
XXbac-BPGBPG55C20.2	6	57908560	57913911
LINC00680	6	57946074	57961501
XXbac-BPG55C20.7	6	57965630	57972218
RP11-143A22.1	6	58162610	58187582
RP11-343D24.2	6	60723148	60723898
RP11-301G19.1	6	67887646	67889339
RP11-542F9.1	6	68055351	68060502
RP11-406O16.1	6	68226972	68329899
RP11-462G2.1	6	70394887	70399417
RP11-134K13.4	6	70596438	70596980
RP3-331H24.5	6	71295173	71417436
RP3-331H24.4	6	71328942	71329806
LINC00472	6	71344344	71420769
RP1-288M22.2	6	71450834	71458874
RP11-554D15.1	6	74069451	74690727
RP11-554D15.3	6	74530248	74734279
RP11-554D15.4	6	74642384	74652002
RP1-234P15.4	6	75285014	75297003
RP11-415D17.4	6	75454944	75458900
RP11-35J1.1	6	76522451	76593623
RP11-35J1.2	6	76561328	76562590
RP11-354K4.2	6	76774983	76775860
RP3-390M24.1	6	78604467	78606036
RP11-173D14.3	6	78809715	78813303
RP1-232L24.3	6	79420297	79421305
RP11-177G23.2	6	79561132	79561602
RP1-159G19.1	6	79803583	79807225
RP1-92C4.2	6	79871873	79874610
RP11-250B2.6	6	80355424	80356859
RP11-250B2.3	6	80443344	80465927
RP11-250B2.5	6	80466958	80469080
RP11-244G12.1	6	81551686	81554092
LINC01526	6	81813286	81814157
RP11-379B8.1	6	81845185	81933480
RP11-801I18.1	6	81969453	81969539
RP3-393K13.1	6	83728055	83736525
RP4-676J13.2	6	83983728	84007323
RP11-51G5.1	6	84023055	84024553
RP1-90L14.1	6	84421028	84556152
RP11-30P6.6	6	85387219	85390186
RP11-459O1.2	6	88298950	88421033
RP1-45N11.1	6	90345219	90362632
RP1-177I10.1	6	91390313	91393000
CASC6	6	91629915	91690428
RP1-149C7.1	6	92387841	92388827
RP11-127B16.1	6	92723003	92723829
RP1-23E21.2	6	93070387	93103384
RP11-524K14.1	6	93886900	93889410
RP3-463P15.1	6	94163920	94194658
RP3-418C23.2	6	97283303	97310048
RP1-104O17.1	6	97702281	97708103
RP1-104O17.2	6	97707759	97732712
RP1-104O17.3	6	97710953	97717197
RP11-436D23.1	6	97816709	98399872
RP11-111D3.2	6	98210020	98214683
LINC00577	6	104936294	104940527
RP3-355L5.5	6	105273220	105273760
RP3-359N14.2	6	105612667	105632196
RP1-60O19.2	6	106695535	106699994
RP1-60O19.1	6	106717452	106787541
RP1-111B22.3	6	108030249	108030718
OSTM1-AS1	6	108123515	108159392
RP1-128O3.4	6	108275642	108276546
LINC00222	6	108751654	108769942
RP1-249I4.2	6	109826522	109828785
RP5-1112D6.7	6	111297126	111298510
RP1-97J1.2	6	111900489	111901851
RP1-142L7.9	6	112217640	112219570
RP1-142L7.8	6	112234165	112234758
RP1-105O18.1	6	112476538	112481636
RP11-437J19.1	6	113357003	113367944
RP1-124C6.1	6	113428540	113433421
RP11-346D19.1	6	113531118	113543793
RP11-367G18.1	6	113623535	113650074
RP1-249H1.2	6	113791829	113837368
LINC01268	6	113868013	113873351
RP3-399L15.1	6	114477350	114488752
RP3-399L15.2	6	114523451	114535875
RP11-282C5.1	6	115633542	115634191
RP3-486I3.7	6	116254207	116256743
RP1-93H18.1	6	116280199	116370273
RP11-138M12.1	6	125425627	125445183
RP1-293L8.2	6	125674353	125720218
RP11-527F13.1	6	126177193	126202239
RP11-325O24.6	6	127664554	127681555
RP1-69D17.4	6	129526626	129552587
RP11-102N11.1	6	130697312	130697778
RP11-69I8.2	6	131901963	131920565
RP3-523C21.2	6	132085084	132099279
LINC01013	6	132131915	132169374
LINC00326	6	133088080	133106578
RP11-704J17.5	6	133540784	133541174
LINC01312	6	133821147	133851800
RP11-557H15.3	6	134428240	134520585
LINC01010	6	134437716	134504581
RP11-557H15.4	6	134525314	134659836
RP11-557H15.5	6	134606299	134609437
CTA-31J9.2	6	134636489	134642495
RP1-287H17.1	6	134706060	134707349
LINC00271	6	135497801	135716055
RP1-38C16.2	6	135629405	135630268
RP11-394G3.2	6	135807148	135808466
RP3-406A7.7	6	136335714	136336087
NHEG1	6	136982165	136993234
RP11-95M15.1	6	137673460	137674554
RP11-356I2.1	6	137730170	137738983
RP11-10J5.1	6	137943079	137945802
RP11-240M16.1	6	137945366	137972522
RP3-422G23.4	6	138377905	138383075
RP11-12A2.3	6	139468995	139474596
RP5-899B16.1	6	139854850	139860151
RP5-899B16.2	6	139856104	139877391
RP3-332B22.1	6	140067435	140093721
RP3-460G2.2	6	140845958	140852924
RP11-63E9.1	6	141447011	141451006
RP11-753B14.1	6	142251847	142259632
RP11-440G9.1	6	142526455	142637889
RP1-67K17.4	6	142788123	142794086
RP11-439L18.2	6	142946047	142956698
RP11-439L18.1	6	142950211	142956646
LINC01277	6	142966421	143038077
RP1-45I4.3	6	143039425	143042324
RP3-466P17.1	6	145735570	145737218
RP3-466P17.2	6	145736911	145737173
RP11-715G15.1	6	146594516	146598931
RP11-497D6.3	6	146859181	146863081
RP11-497D6.5	6	146948528	146951159
RP3-337D23.3	6	147158925	147180992
RP11-307P5.1	6	147660703	147953937
RP11-307P5.2	6	147741434	147743324
RP11-242F11.2	6	148017422	148020974
RP11-631F7.2	6	148133809	148137404
RP1-111D6.3	6	149217926	149244072
RP1-12G14.5	6	149561152	149563949
RP11-472G23.10	6	150040547	150042033
RP11-136K14.3	6	150650772	150652025
RP1-297M16.2	6	151196681	151197638
RP1-200K18.1	6	152794496	152831913
RP11-306O13.1	6	153231320	153347488
RP11-475C16.2	6	153304595	153308982
RP1-257I9.2	6	155380511	155381183
RP11-518I13.1	6	156493226	156499771
RP11-230C9.4	6	156774217	156774662
RP11-230C9.2	6	156776360	156777077
RP5-933K21.3	6	157323964	157324477
C6orf99	6	158869939	158910353
RP1-111C20.3	6	159064728	159065273
RP11-13P5.1	6	159107791	159116053
RP11-125D12.1	6	159353922	159354673
RP11-125D12.2	6	159383531	159396443
RP3-393E18.2	6	159586955	159589169
RP1-249F5.3	6	159899186	159902510
RP1-276N6.2	6	160272617	160276130
RP1-81D8.3	6	160698288	160700632
RP11-235G24.1	6	160872888	160918649
RP11-235G24.3	6	160926369	160927162
CAHM	6	163413065	163413960
RP5-826L7.1	6	163586583	163588165
RP1-230L10.1	6	163703904	163759841
RP1-155D22.2	6	164084023	164085661
RP1-155D22.1	6	164108620	164109694
RP11-347L18.1	6	164346489	164348644
RP11-300M24.1	6	164827750	164831630
LINC00473	6	165908802	165988048
LINC00602	6	165987551	165989615
RP11-459F1.2	6	166099665	166113273
RP4-655C5.4	6	166236969	166256947
RP4-655C5.9	6	166275462	166277077
RP11-568A7.4	6	167228300	167237511
RP11-568A7.3	6	167237508	167240480
RP11-568A7.2	6	167241891	167245916
RP11-351J23.2	6	167666840	167679270
RP11-351J23.1	6	167679626	167683787
LINC01558	6	167784537	167796859
RP3-431P23.5	6	167795530	167798248
MLLT4-AS1	6	167823876	167826709
RP3-470B24.5	6	167975924	167979776
KIF25-AS1	6	167992822	167997077
RP11-503C24.1	6	168194358	168204501
RP11-503C24.2	6	168225279	168226517
RP11-503C24.3	6	168229732	168240715
RP11-503C24.4	6	168242938	168262581
RP1-39J2.1	6	168374697	168375355
RP1-125N5.2	6	168716606	168723495
RP3-495K2.3	6	168962610	168964341
RP3-495K2.2	6	169034197	169035642
RP3-495K2.1	6	169067818	169069424
RP11-417E7.1	6	169158092	169162924
RP11-417E7.2	6	169175304	169182740
XXyac-YX65C7_A.3	6	169286534	169289216
RP1-137D17.1	6	169369998	169388385
RP1-137D17.2	6	169426420	169427069
LINC00242	6	169788790	169798825
LINC00574	6	169790321	169802873
RP1-182D15.2	6	169809318	169810102
RP11-302L19.3	6	170178681	170179660
RP5-894D12.5	6	170266669	170276762
FLJ38122	6	170272474	170279887
RP5-894D12.4	6	170297876	170298375
XX-C2158C12.1	6	170695313	170696950
XX-C2158C12.2	6	170725197	170728488
XX-C2158C6.1	6	170735751	170736545
XX-C2158C6.3	6	170736173	170737777
AC093627.7	7	70972	71835
AC093627.8	7	77038	80418
AC093627.9	7	135853	149466
AC093627.10	7	149597	155465
RP11-90P13.1	7	161765	164972
AC093627.11	7	174920	176013
WI2-2373I1.2	7	291344	294422
AC226118.1	7	379359	382712
AC147651.1	7	484107	496118
FLJ44511	7	520391	525232
AC073094.4	7	1267353	1269267
RP11-1246C19.1	7	1464497	1467522
PSMG3-AS1	7	1570073	1589626
AC074389.5	7	1620654	1621405
AC074389.7	7	1691906	1692450
AC074389.6	7	1692810	1694325
ELFN1-AS1	7	1738630	1742291
AC004840.8	7	2384121	2388597
AC024028.1	7	3083252	3086421
AC091801.1	7	3140234	3174654
AC073316.2	7	3196626	3198256
RBAKDN	7	5072125	5073223
RP11-1275H24.2	7	5425770	5426401
RP11-1275H24.1	7	5426277	5428927
RP11-1275H24.3	7	5428731	5429672
AC092171.4	7	5475804	5479811
AC004895.4	7	6081103	6093085
RP5-1159O4.2	7	7550104	7552440
RP5-1159O4.1	7	7552462	7566996
RP5-1007H16.1	7	7619872	7620543
AC007161.5	7	7738524	7742574
RP4-594A5.1	7	8303741	8341343
RP4-668E10.4	7	9082557	9189857
AC060834.3	7	9737322	9769513
AC006373.1	7	9961024	9981817
AC004535.2	7	10702676	10707406
RP5-855F16.1	7	10940423	10940735
AC005281.1	7	12496429	12541910
AC011288.2	7	13101391	13704149
AC006000.5	7	13339201	13365049
AC005019.3	7	13854355	13859025
AC006458.3	7	15066207	15068651
MEOX2-AS1	7	15688378	15695491
AC005550.5	7	15689075	15690854
AC006041.1	7	15841297	15842360
GS1-166A23.1	7	16471184	16471373
GS1-166A23.2	7	16593626	16594224
AC019117.1	7	17374867	17466664
AC019117.2	7	17434477	17460672
AC017060.1	7	17463445	17558909
AC006482.1	7	17679549	17680659
AC007091.1	7	19353534	19578606
AC004543.2	7	19813685	19818090
RP11-486P11.1	7	20096137	20130475
AC099342.1	7	20296708	20311712
LINC01162	7	20835431	21023148
AC002480.2	7	22649960	22665533
KLHL7-AS1	7	23101228	23105703
AC005082.12	7	23206013	23208045
AC009508.1	7	23891704	23897335
AC003985.1	7	25321302	25326815
RP5-978I12.1	7	25358240	25359908
AC091705.1	7	25547762	25551062
AC003090.1	7	25593351	25750994
CTD-2227E11.1	7	25948657	25949403
AC004540.5	7	26398593	26494256
KIAA0087	7	26533121	26538788
AC004947.2	7	26551822	26557200
C7orf71	7	26637871	26647305
RP1-170O19.14	7	27186573	27193448
RP1-170O19.17	7	27239243	27241228
AC004009.3	7	27361843	27409938
AC005013.5	7	28957667	28959345
AC007036.6	7	30176387	30179014
LINC01176	7	30390885	30412375
RP4-777O23.2	7	30525731	30533613
RP4-777O23.1	7	30550217	30551569
AC006380.3	7	31414645	31421286
RP11-225B17.2	7	32758882	32759353
LINC00997	7	32760279	32762924
RP11-265E18.1	7	32845394	32846061
RP11-89N17.1	7	33725981	33728456
RP11-89N17.4	7	33793168	33803156
RP11-89N17.3	7	33868501	33874231
AC009262.2	7	34209526	34256343
AC009531.2	7	35258381	35259729
AC007652.1	7	35496021	35510263
AC018647.3	7	35715034	35734887
SEPT7-AS1	7	35751856	35800616
AC083864.3	7	36029611	36055431
AC083864.4	7	36079084	36085736
